x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,y
333.94,-6.771,279.465,-6.122,278.908,-5.234,279.831,-5.67,279.267,-6.193,280.723,-7.438,280.443,-6.579,280.324,-5.936,279.581,-6.912,279.698,-6.351,385.89,-6.677,355.684,-5.947,355.038,-5.482,354.776,-6.122,354.428,-5.989,356.292,-7.068,355.838,-6.086,355.013,-5.937,354.369,-6.232,355.102,-6.04,660.023,-5.939,635.631,-5.598,634.087,-6.745,635.151,-6.371,634.618,-6.531,634.921,-5.875,635.391,-6.045,635.819,-6.211,633.025,-6.256,634.374,-7.386,385.491,-5.419,355.445,-6.107,354.358,-6.44,355.248,-6.706,354.686,-6.621,355.489,-6.083,355.366,-6.207,354.93,-6.253,353.081,-5.435,354.778,-6.068,5026.56
334.136,-7.004,279.566,-5.948,279.06,-5.018,279.841,-5.708,279.466,-5.892,280.809,-7.347,280.377,-6.475,280.112,-6.225,279.495,-6.702,279.792,-6.196,385.563,-6.548,355.578,-6.173,355.083,-5.5,354.895,-5.82,354.689,-5.807,356.464,-6.858,355.781,-6.068,354.988,-5.928,354.456,-5.949,355.215,-5.8,659.884,-5.945,635.739,-5.841,634.004,-6.559,635.392,-6.67,634.441,-6.762,635.188,-6.058,635.299,-6.251,635.818,-6.344,632.973,-6.236,634.506,-7.218,385.451,-5.509,355.442,-5.738,354.201,-6.369,354.929,-6.716,354.614,-6.578,355.697,-6.133,355.119,-5.745,355.04,-5.881,353.079,-5.322,354.747,-6.478,5223.68
333.97,-6.946,279.653,-6.263,279.165,-5.22,279.884,-5.9,279.547,-5.868,281.03,-7.329,280.334,-6.122,279.92,-6.193,279.433,-6.826,279.817,-6.111,385.689,-6.528,355.745,-5.863,354.996,-5.24,354.797,-6.2,354.501,-5.866,356.45,-6.903,355.805,-6.048,354.801,-5.879,354.066,-6.388,355.132,-6.159,659.927,-6.156,635.733,-5.758,634.097,-6.524,635.265,-6.663,634.459,-6.715,634.931,-5.933,635.535,-5.977,635.869,-6.207,633.021,-6.242,634.559,-7,385.361,-5.589,355.75,-6.112,354.61,-6.558,355.183,-6.726,354.634,-6.466,355.754,-5.783,355.189,-6.249,355.113,-5.927,353.133,-5.33,354.784,-6.224,4920.96
333.929,-7.088,279.503,-6.149,279.263,-5.204,279.898,-5.663,279.292,-5.862,280.812,-7.426,280.347,-6.496,280.187,-5.933,279.384,-6.784,279.797,-6.228,385.583,-6.117,355.425,-5.718,355.212,-5.362,354.983,-5.826,354.616,-6.033,356.45,-6.885,355.62,-6.237,354.898,-5.97,354.541,-6.227,355.155,-6.083,659.698,-6.039,635.683,-5.626,634.027,-6.404,635.883,-6.566,634.438,-6.397,635.157,-5.877,635.518,-6.247,635.761,-6.481,632.951,-6.399,634.38,-6.964,385.347,-5.444,355.593,-6.161,354.519,-6.562,355.185,-6.68,354.958,-6.274,355.605,-6.006,355.404,-5.985,355.217,-5.903,353.052,-5.301,354.79,-6.408,5075.84
334.033,-6.865,279.595,-6.076,278.864,-5.359,280.008,-5.745,279.541,-6.238,280.935,-7.277,280.57,-6.481,280.083,-5.984,279.33,-6.755,279.89,-6.309,385.427,-6.452,355.383,-6.147,355.046,-5.593,354.85,-5.869,354.408,-5.548,356.43,-7.184,355.52,-6.092,354.899,-5.954,354.523,-6.397,355.086,-6.033,659.544,-5.884,635.736,-5.759,634.195,-6.715,635.555,-6.367,634.607,-6.711,634.712,-6.108,635.074,-5.875,635.418,-6.303,632.933,-6.198,634.469,-7.246,385.652,-5.551,355.767,-6.13,354.57,-6.713,355.243,-6.651,354.649,-6.444,355.385,-6.031,355.052,-5.831,355.106,-5.769,353.26,-5.389,354.772,-6.213,5202.56
334.072,-6.943,279.595,-6.056,279.063,-5.217,279.851,-5.985,279.298,-6.305,280.772,-7.256,280.442,-6.547,280.223,-6.103,279.575,-6.994,279.616,-6.108,385.591,-6.58,355.356,-5.795,354.944,-5.338,355.277,-6.09,354.583,-5.721,356.102,-7.051,355.688,-6.21,355.018,-5.838,354.471,-6.237,354.857,-6.127,660.012,-5.517,635.668,-5.786,634.094,-6.587,635.486,-6.606,634.401,-6.564,635.306,-6.034,635.38,-6.101,635.844,-6.179,633.149,-6.061,634.656,-7.281,385.236,-5.406,355.702,-6.102,354.404,-6.619,355.248,-6.495,354.667,-6.287,355.465,-6.058,354.905,-6.107,354.919,-5.929,353.085,-5.238,354.825,-6.101,5082.88
334.099,-6.853,279.47,-6.196,279.015,-5.055,279.827,-5.639,279.371,-6.089,280.753,-7.427,280.36,-6.257,280.239,-6.1,279.539,-6.829,279.868,-6.126,385.876,-6.169,355.499,-5.68,354.879,-5.22,354.97,-6.19,354.574,-5.747,356.322,-6.906,355.656,-6.405,354.952,-5.906,354.759,-6.373,355.159,-6.209,659.791,-6.077,635.787,-5.82,634.228,-6.746,635.206,-6.261,634.381,-6.628,635.149,-6,635.369,-6.081,636.089,-6.57,632.853,-5.978,634.282,-7.108,385.56,-5.4,355.362,-5.944,354.412,-6.425,355.194,-6.778,354.744,-6.402,355.612,-6.081,355.454,-6.139,355.147,-5.815,353.318,-5.206,354.635,-6.058,5132.16
334.096,-6.764,279.737,-6.045,279.185,-5.296,280.08,-5.742,279.232,-6.091,280.797,-7.476,280.38,-6.431,280,-5.898,279.599,-6.816,279.833,-6.153,385.744,-6.472,355.309,-6.004,355.164,-5.421,354.807,-6.107,354.709,-5.698,356.105,-6.839,355.7,-6.142,354.717,-5.883,354.648,-5.917,355.489,-6.092,659.874,-6.056,635.75,-6.075,633.978,-6.796,635.37,-6.57,634.505,-6.356,635.028,-6.14,635.508,-6.155,635.862,-6.413,632.863,-6.042,634.161,-6.967,385.391,-5.623,355.585,-6.041,354.197,-6.661,355.517,-6.941,354.905,-6.38,355.503,-5.721,355.289,-6.303,355.084,-5.986,353.061,-5.412,354.632,-6.453,4998.4
333.75,-6.952,279.403,-6.197,278.864,-5.222,279.937,-5.708,279.358,-6.198,280.671,-7.193,280.164,-6.253,279.934,-6.112,279.342,-6.816,279.805,-6.194,385.791,-6.578,355.562,-6.222,355.009,-5.507,354.853,-6.064,354.803,-5.861,356.459,-6.826,356.06,-6.059,354.962,-5.795,354.553,-6.275,355.122,-6.204,659.603,-5.998,635.727,-5.928,633.963,-6.754,635.593,-6.373,634.495,-6.596,635.168,-5.924,635.218,-6.024,635.972,-6.092,632.918,-6.2,634.328,-7.23,385.28,-5.523,355.638,-6.216,354.306,-6.677,355.019,-6.689,354.575,-6.288,355.647,-5.891,355.356,-6.144,354.973,-6.074,353.341,-5.411,354.476,-6.368,5216.64
333.956,-7.098,279.557,-6.11,279.008,-5.202,279.729,-5.66,279.296,-6.292,280.926,-7.3,280.468,-6.426,280.37,-6.143,279.431,-6.874,279.803,-6.169,385.518,-6.331,354.959,-5.944,354.847,-5.638,354.874,-6.186,354.736,-6.091,356.171,-7.027,355.632,-6.263,355.031,-6.006,354.262,-5.997,355.033,-5.766,659.817,-5.977,635.881,-5.763,633.812,-6.838,635.26,-6.436,634.653,-6.628,635.186,-6.222,635.526,-6.186,636.05,-6.304,632.675,-6.188,634.31,-7.249,385.446,-5.52,355.75,-5.845,354.084,-6.606,355.234,-6.44,354.686,-6.382,355.357,-5.845,355.26,-6.22,355.033,-6.086,353.112,-5.594,354.512,-6.357,5181.44
