x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,y
333.739,-6.807,279.526,-6.053,278.99,-5.111,279.894,-5.695,279.341,-6.016,280.994,-7.05,280.699,-6.486,280.307,-6.039,279.616,-6.717,279.642,-6.054,385.396,-6.409,355.579,-5.883,354.876,-5.207,355.108,-6.028,354.7,-5.999,356.335,-6.991,356.017,-5.918,355.093,-5.581,354.741,-6.391,355.101,-6.184,659.741,-5.981,635.731,-5.833,634.099,-6.72,635.522,-6.687,634.695,-6.726,635.218,-5.92,635.052,-5.99,635.987,-6.286,633.195,-5.945,634.808,-7.257,385.296,-5.706,355.717,-5.872,354.481,-6.552,355.378,-6.522,354.933,-6.411,355.303,-5.877,355.356,-6.246,355.105,-5.642,353.286,-4.975,354.501,-6.518,4920.96
333.854,-6.998,279.926,-6.127,279.112,-5.31,279.668,-5.597,279.174,-6.098,280.983,-7.277,280.251,-6.544,280.098,-6.218,279.47,-7.016,279.609,-6.195,385.701,-6.399,355.59,-6.176,354.968,-5.388,355.069,-5.885,354.518,-6.187,356.177,-6.815,355.497,-5.914,354.973,-5.738,354.571,-6.127,355.175,-5.907,659.925,-5.719,636.086,-5.91,634.271,-6.712,635.564,-6.271,634.738,-6.677,635.265,-6.048,635.413,-5.917,635.896,-6.19,633.044,-6.194,634.369,-7.322,385.365,-5.318,355.334,-5.922,354.058,-6.872,355.605,-6.579,354.418,-6.522,355.378,-5.731,355.306,-5.733,355,-5.805,353.071,-5.225,354.486,-6.078,5371.52
334.207,-6.794,279.384,-6.201,278.963,-5.1,279.734,-5.522,279.478,-6.216,280.863,-7.267,280.354,-6.156,279.783,-6.339,279.78,-6.723,279.705,-6.215,385.778,-6.307,355.464,-6.092,354.943,-5.583,354.745,-6.09,354.632,-5.834,356.338,-6.839,355.788,-6.179,355.117,-5.927,354.488,-6.599,355.124,-6.214,659.853,-5.765,635.954,-5.589,634.044,-6.696,635.366,-6.621,634.58,-6.681,634.97,-5.852,635.215,-6.371,636.091,-6.615,633.316,-5.9,634.521,-7.213,385.618,-5.253,355.452,-5.919,353.87,-6.724,355.135,-6.56,355.11,-6.672,355.661,-5.929,355.128,-5.99,354.935,-5.889,353.273,-5.264,354.549,-6.434,5125.12
333.661,-6.977,279.658,-6.117,279.217,-5.354,279.867,-5.653,279.56,-6.042,280.906,-7.389,280.479,-6.451,280.148,-6.093,279.387,-6.708,279.867,-6.135,385.241,-6.357,355.362,-5.984,355.247,-5.382,355.14,-6.155,354.69,-5.879,356.274,-6.741,355.593,-6.058,354.974,-5.979,354.27,-6.27,354.944,-6.068,659.939,-6.348,635.859,-5.717,634.043,-6.724,635.446,-6.705,634.485,-6.787,635.039,-6.086,635.402,-6.152,635.699,-6.598,632.857,-6.278,634.749,-7.302,385.351,-5.351,355.564,-6.048,354.119,-6.328,354.894,-6.532,354.841,-6.366,355.579,-5.854,355.376,-6.155,355.105,-5.852,353.206,-5.101,354.576,-6.215,5033.6
333.993,-6.766,279.512,-6.164,279.069,-5.104,279.929,-5.688,279.154,-5.959,280.921,-7.284,280.44,-6.302,280.186,-6.173,279.51,-6.499,279.554,-6.187,385.42,-6.268,355.365,-6.145,355.098,-5.491,355.206,-6.213,354.587,-6.032,356.284,-6.991,355.771,-6.163,354.848,-5.674,354.582,-6.271,354.79,-5.929,659.761,-5.878,635.752,-5.734,634.4,-6.617,635.391,-6.244,634.459,-6.485,634.738,-5.945,635.244,-6.026,635.674,-6.114,632.894,-6.343,634.478,-7.107,385.498,-5.575,355.787,-6.115,354.253,-6.368,354.913,-6.269,354.725,-6.173,355.544,-5.962,354.998,-6.37,354.981,-5.846,353.079,-5.301,354.376,-6.201,5237.76
333.765,-6.837,279.36,-6.21,278.833,-5.103,279.639,-5.863,278.969,-6.112,280.607,-7.251,280.443,-6.664,280.027,-6.081,279.625,-6.607,279.623,-6.198,385.509,-6.616,355.602,-5.716,355.101,-5.549,355.048,-6.087,354.448,-6.057,356.291,-6.826,355.587,-6.255,354.968,-5.893,354.524,-5.963,355.037,-6.144,659.684,-5.693,635.957,-5.651,634.103,-6.436,635.604,-6.592,634.715,-6.528,635.289,-5.981,635.407,-6.293,635.693,-6.306,632.934,-6.336,634.425,-7.172,385.502,-5.634,355.643,-6.449,354.407,-6.32,355.322,-6.33,354.384,-6.413,355.275,-5.847,355.136,-6.127,355.196,-5.85,353.117,-5.369,354.419,-6.18,5301.12
333.921,-6.75,279.469,-5.958,278.808,-5.187,279.715,-5.577,279.417,-5.858,281.071,-7.037,280.346,-6.388,280.213,-6.145,279.587,-6.953,279.607,-6.303,385.543,-6.312,355.585,-5.779,355.077,-5.558,354.727,-5.988,354.624,-5.928,356.385,-6.93,355.467,-6.047,355.073,-5.806,354.501,-6.216,354.832,-6.131,659.912,-5.675,635.869,-6.093,634.105,-6.767,635.343,-6.553,634.63,-6.81,635.063,-6.011,635.247,-6.155,635.786,-6.374,633.213,-6.036,634.65,-7.051,385.413,-5.786,355.61,-5.952,354.489,-6.446,355.242,-6.735,354.478,-6.539,355.564,-5.829,355.349,-6.126,355.181,-5.797,353.126,-5.341,354.729,-6.575,5054.72
333.941,-6.954,279.519,-5.948,279.266,-5.091,279.704,-5.826,279.435,-6.015,280.934,-7.065,280.502,-6.359,280.393,-5.994,279.708,-6.499,279.709,-6.006,385.567,-6.199,355.28,-5.998,354.907,-5.494,354.8,-6.183,354.772,-5.932,356.359,-7.02,355.563,-6.253,355.014,-5.891,354.466,-6.292,355.204,-5.89,659.931,-5.989,635.732,-5.638,633.953,-6.946,635.595,-6.446,634.575,-6.491,635.05,-6.003,635.316,-6.214,636.141,-6.239,632.955,-6.153,634.709,-7.337,385.311,-5.471,355.672,-5.882,354.444,-6.384,355.066,-6.648,354.975,-6.366,355.594,-5.759,355.382,-6.237,355.232,-5.92,353.444,-5.434,354.68,-6.184,5033.6
333.989,-7.074,279.516,-6.064,278.833,-5.2,279.8,-5.623,279.427,-6.084,280.93,-7.084,280.347,-6.427,280.082,-6.146,279.735,-6.676,279.827,-6.171,385.642,-6.498,355.348,-5.977,354.951,-5.449,354.899,-6.113,354.746,-5.821,356.393,-6.939,355.803,-6.007,354.859,-5.827,354.395,-6.173,355.132,-6.056,659.43,-6.102,635.581,-5.707,633.97,-6.797,635.626,-6.434,634.676,-6.66,635.027,-6.193,635.512,-6.367,635.971,-6.079,633.082,-6.062,634.35,-7.044,385.72,-5.662,355.796,-6.165,354.403,-6.622,355.284,-6.842,354.801,-6.426,355.763,-5.981,355.213,-6.106,355.323,-5.627,353.361,-5.503,354.915,-5.936,5160.32
333.893,-6.915,279.467,-6.103,278.828,-5.018,279.588,-5.709,279.093,-6.163,280.781,-7.304,280.252,-6.236,280.198,-6.025,279.652,-6.786,279.895,-6.321,385.38,-6.398,355.36,-5.931,355.184,-5.453,354.839,-6.089,354.283,-5.72,356.223,-6.919,355.616,-6.283,354.93,-5.79,354.286,-5.928,355.396,-5.999,659.539,-5.667,635.679,-5.721,634.236,-6.585,635.204,-6.432,634.424,-6.38,635.414,-6.149,635.47,-6.22,635.715,-6.002,632.895,-6.208,634.538,-7.186,385.371,-5.867,355.779,-6.065,354.151,-6.616,355.23,-6.61,354.379,-6.585,355.26,-6.022,355.061,-5.985,355.035,-5.812,353.349,-5.311,354.85,-6.266,5216.64
