x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,y
334.19,-6.79,279.422,-5.776,279.146,-5.164,279.808,-5.678,279.216,-6.119,280.832,-7.147,280.123,-6.265,279.971,-5.813,279.703,-6.695,279.992,-6.17,385.744,-6.702,355.418,-5.916,355.139,-5.503,354.855,-5.943,354.615,-5.804,356.431,-6.931,355.516,-6.294,355.02,-5.856,354.396,-6.161,355.137,-6.009,659.865,-5.935,635.713,-6.006,633.858,-6.853,635.525,-6.492,634.537,-6.709,635.187,-6.089,635.619,-6.143,635.773,-6.318,633.19,-6.049,634.343,-7.324,385.375,-5.826,355.618,-5.834,354.299,-6.524,355.18,-6.782,354.906,-6.469,355.34,-5.958,354.871,-6.258,355.162,-6.117,353.503,-5.512,354.731,-6.286,5040.64
334.102,-6.96,279.878,-5.762,279.029,-4.965,280.054,-5.632,279.323,-6.252,281.018,-7.43,280.312,-6.138,280.107,-6.089,279.462,-6.894,279.733,-6.034,385.464,-6.309,355.577,-5.949,355.08,-5.407,354.831,-5.864,354.465,-5.627,356.056,-6.574,355.781,-6.015,354.899,-6.008,354.286,-6.007,355.199,-5.922,659.973,-5.834,635.754,-5.835,634.094,-6.828,635.426,-6.571,634.626,-6.817,635.142,-5.9,635.599,-6.161,635.915,-6.427,632.98,-6.18,634.739,-7.216,385.404,-5.625,355.858,-5.871,354.232,-6.673,355.438,-6.654,354.671,-6.306,355.434,-6.062,355.574,-6.182,355.259,-5.883,353.249,-5.257,354.532,-6.174,4998.4
333.84,-6.924,279.531,-5.96,279.138,-5.209,279.932,-5.616,279.661,-6.131,280.888,-7.342,280.511,-6.419,280.257,-6.075,279.492,-6.948,279.414,-6.258,385.766,-6.627,355.421,-6.359,354.998,-5.579,355.033,-5.858,354.824,-5.641,356.276,-6.849,355.613,-6.058,354.964,-5.935,354.368,-6.359,355.218,-6.139,659.829,-5.724,635.621,-5.688,634.004,-6.708,635.489,-6.37,634.63,-6.65,635.203,-5.896,635.285,-5.999,635.83,-6.233,633.154,-6.044,634.563,-7.317,385.467,-5.587,355.647,-6.209,354.329,-6.57,355.142,-6.334,354.719,-6.562,355.523,-5.949,355.051,-6.142,354.991,-5.891,353.26,-5.321,354.889,-6.558,5061.76
333.948,-7.02,279.458,-6.033,279.074,-5.23,279.854,-5.721,279.591,-6.016,281.091,-7.482,280.527,-6.277,279.888,-6.009,279.647,-6.669,279.638,-6.324,385.439,-6.41,355.36,-5.917,354.916,-5.425,354.877,-5.959,354.524,-5.859,356.215,-6.778,355.447,-6.53,355.089,-5.665,354.679,-6.157,355.253,-6.215,659.77,-5.79,635.867,-5.62,634.218,-6.663,635.613,-6.322,634.341,-6.497,634.704,-5.805,635.254,-6.173,635.708,-6.207,632.953,-6.203,634.255,-7.136,385.355,-5.633,355.799,-5.694,354.302,-6.665,355.299,-6.331,354.792,-6.236,355.421,-5.923,355.078,-6.118,354.948,-5.901,352.99,-5.233,354.725,-6.391,5047.68
334.033,-7.212,279.53,-5.935,278.814,-5.24,279.851,-5.525,279.237,-5.829,280.625,-7.261,280.299,-6.432,280.175,-6.093,279.456,-6.778,279.957,-6.308,385.538,-6.294,355.462,-6.013,354.882,-5.234,354.837,-6.042,354.344,-6.042,356.105,-6.916,355.823,-6.031,354.754,-5.784,354.412,-6.056,355.055,-5.978,659.764,-5.815,635.993,-5.544,633.88,-6.73,635.592,-6.317,634.542,-6.601,635.385,-5.917,635.362,-6.285,636.051,-6.371,633.19,-5.851,634.53,-7.13,385.442,-5.523,355.628,-5.986,354.435,-6.801,355.208,-6.823,354.63,-6.683,355.474,-5.924,355.272,-6.02,355.049,-6.016,353.393,-5.298,354.568,-6.075,4984.32
333.939,-6.917,279.684,-6.217,279.074,-5.114,279.776,-5.644,279.318,-5.803,280.803,-7.381,280.379,-6.327,280.073,-5.83,279.272,-6.64,280.014,-6.082,385.584,-6.375,355.362,-5.81,355.077,-5.615,354.806,-6.05,354.743,-5.816,356.151,-7.072,355.689,-6.056,355.204,-5.856,354.392,-6.022,355.158,-6.161,659.888,-5.778,636.024,-5.919,634.11,-6.751,635.49,-6.621,634.217,-6.644,635.125,-5.803,635.442,-6.017,635.698,-6.025,633.011,-5.973,634.293,-7.051,385.582,-5.636,355.633,-6,354.541,-6.408,355.166,-6.586,354.697,-6.464,355.525,-6.005,355.217,-6.159,355.129,-6.123,353.148,-5.439,354.69,-6.252,4977.28
334.115,-6.801,279.824,-6.322,278.893,-5.128,279.696,-5.807,279.373,-6.159,281.016,-7.127,280.55,-6.279,280.179,-5.991,279.277,-6.765,279.899,-6.342,385.811,-6.505,355.394,-5.917,355.025,-5.61,354.826,-6.108,354.374,-5.925,356.17,-6.842,355.673,-6.369,355.258,-5.91,354.743,-6.032,355.164,-6.202,659.89,-5.657,635.923,-5.844,634.169,-6.8,635.206,-6.429,634.46,-6.357,634.769,-5.903,635.265,-5.812,635.947,-6.504,632.966,-6.369,634.319,-7.237,385.431,-5.521,355.492,-5.907,354.235,-6.61,354.956,-6.841,354.569,-6.567,355.548,-6.234,355.027,-6.326,354.935,-5.611,353.575,-5.528,354.714,-6.199,4991.36
334.075,-6.796,279.46,-6.121,278.906,-5.173,279.935,-5.85,279.594,-6.072,281.147,-7.282,280.528,-6.182,280.078,-6.076,279.558,-6.697,279.716,-6.017,385.578,-6.358,355.279,-6.079,354.978,-5.498,355.078,-6.1,354.247,-5.746,356.26,-6.929,355.73,-6.113,355.128,-5.855,354.49,-6.305,355.171,-5.965,659.679,-5.829,635.563,-5.816,633.726,-6.685,635.358,-6.54,634.552,-6.517,635.06,-5.853,635.532,-6.095,635.891,-6.369,632.986,-6.034,634.502,-7.212,385.24,-5.45,355.654,-5.919,354.307,-6.623,354.887,-6.706,354.549,-6.721,355.675,-6.101,355.364,-6.002,355.293,-6.166,353.178,-5.199,354.629,-6.291,5012.48
333.814,-6.945,279.79,-6.068,279.226,-5.266,280.116,-5.778,279.39,-6.237,281.003,-7.328,280.324,-6.209,280.091,-5.92,279.621,-6.74,279.745,-6.188,385.436,-6.478,355.676,-5.915,354.987,-5.274,355.084,-6.232,354.632,-6.019,356.233,-6.842,355.695,-6.336,354.855,-5.731,354.44,-5.891,355.2,-5.747,659.754,-5.906,635.792,-5.818,634.031,-6.595,635.721,-6.406,634.75,-6.659,635.274,-5.925,635.443,-6.299,635.63,-6.115,632.995,-5.939,634.131,-7.186,385.521,-5.464,355.748,-6.19,354.443,-6.657,355.273,-6.444,354.719,-6.379,355.391,-5.806,355.535,-6.128,355.164,-5.829,353.336,-5.442,354.745,-6.29,5174.4
333.644,-6.877,279.569,-6.108,279.041,-5.328,279.837,-5.524,279.121,-5.922,280.815,-7.417,280.575,-6.487,280.35,-6.02,279.432,-6.657,279.87,-6.207,385.623,-6.581,355.622,-6.073,355.027,-5.46,354.681,-6.243,354.762,-5.955,356.365,-7.224,355.657,-5.847,354.991,-5.659,354.428,-6.198,355.033,-6,659.683,-5.99,635.707,-5.534,633.882,-6.899,635.377,-6.345,634.42,-6.851,634.998,-5.959,635.339,-6.19,635.81,-6.377,632.904,-6.104,634.292,-6.994,385.567,-5.753,355.878,-5.973,354.251,-6.459,355.368,-6.759,354.799,-6.453,355.532,-5.928,355.017,-5.92,355.054,-5.881,353.075,-5.519,354.72,-6.312,4984.32
