x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,y
333.935,-7.086,279.475,-6.026,278.965,-5.178,279.803,-5.877,279.4,-6.127,280.735,-7.302,280.399,-6.419,280.107,-6.105,279.451,-6.725,279.877,-6.205,385.454,-6.549,355.297,-6.115,355.061,-5.596,354.989,-6.249,354.636,-5.849,356.539,-6.781,355.58,-5.877,355.033,-5.707,354.469,-6.404,355.408,-6.011,659.724,-5.909,635.626,-5.908,633.975,-6.704,635.606,-6.385,634.48,-6.647,635.128,-5.846,635.202,-6.116,635.824,-6.384,632.849,-6.076,634.597,-7.08,385.291,-5.514,355.66,-6.141,354.506,-6.636,355.235,-6.6,354.856,-6.397,355.52,-5.743,355.379,-6.046,355.135,-5.877,353.181,-5.207,354.689,-6.517,5054.72
333.788,-7.245,279.708,-6.19,278.952,-5.256,279.944,-5.617,279.271,-6.285,280.826,-7.491,280.48,-6.454,280.122,-6.057,279.537,-6.736,279.919,-6.174,385.557,-6.668,355.168,-6.03,355.073,-5.474,354.959,-6.062,354.534,-5.908,356.121,-6.794,355.708,-6.29,354.887,-5.753,354.385,-6.241,354.924,-6.038,659.684,-6.019,635.471,-5.467,634.078,-6.653,635.584,-6.5,634.755,-6.445,635.325,-6.023,635.576,-6.213,635.926,-6.207,633.119,-6.159,634.373,-7.383,385.555,-5.404,355.732,-6.114,354.471,-6.409,355.149,-6.447,354.583,-6.396,355.334,-5.84,355.101,-6.064,355.134,-5.669,353.266,-5.465,354.515,-6.383,5061.76
333.983,-7.034,279.569,-6.213,279.171,-5.235,279.931,-5.673,279.453,-6.127,280.923,-7.336,280.443,-6.253,280.321,-6.059,279.562,-6.811,279.895,-6.173,385.396,-6.276,355.268,-5.775,354.962,-5.476,354.788,-5.986,354.401,-5.967,356.319,-6.939,355.42,-6.009,355.118,-5.903,354.479,-6.09,355.161,-6.196,659.604,-5.905,635.82,-5.908,633.947,-6.739,635.295,-6.429,634.398,-6.854,635.254,-6.193,635.388,-6.13,636.052,-6.157,633.198,-6.243,634.306,-7.134,385.517,-5.457,355.815,-5.986,354.427,-6.494,355.42,-6.761,354.77,-6.475,355.448,-5.772,355.163,-5.935,355.087,-5.969,353.251,-5.132,354.597,-6.298,5040.64
333.684,-7.138,279.84,-6.03,279.107,-4.956,279.904,-5.994,279.074,-5.989,280.601,-7.407,280.53,-6.282,280.067,-6.096,279.369,-6.521,279.905,-6.135,385.858,-6.581,355.76,-6.007,355.09,-5.694,355.088,-6.125,354.549,-5.963,356.191,-6.763,355.763,-6.04,355.058,-5.744,354.484,-6.104,355.416,-6.081,659.899,-5.845,635.864,-5.709,634.237,-6.56,635.527,-6.373,634.3,-6.637,635.048,-6.13,635.235,-6.183,635.461,-6.321,632.811,-6.427,634.419,-7.252,385.561,-5.199,355.548,-6.141,354.233,-6.564,355.198,-6.582,354.568,-6.553,355.358,-6.059,355.398,-6.371,355.131,-5.927,352.998,-5.301,354.655,-6.285,4836.48
333.884,-6.879,279.684,-5.837,278.906,-5.217,280.01,-5.621,279.424,-6.119,280.986,-7.047,280.468,-6.251,280.252,-6.154,279.822,-6.783,279.698,-6.415,385.567,-6.254,355.138,-5.925,354.908,-5.489,355.183,-6.043,354.821,-5.778,356.253,-6.976,355.809,-5.973,354.687,-5.661,354.516,-6.18,355.341,-6.222,659.737,-6.023,635.777,-5.679,633.746,-6.662,635.643,-6.379,634.704,-6.396,635.089,-5.804,635.417,-6.205,635.995,-6.375,633.054,-6.238,634.575,-7.258,385.707,-5.416,355.834,-5.931,354.255,-6.535,355.1,-6.235,354.606,-6.176,355.46,-5.852,355.382,-6.235,354.989,-5.801,353.439,-5.197,354.991,-6.171,4942.08
333.911,-6.825,279.758,-6.042,279.107,-4.886,279.569,-5.638,279.459,-6.225,281.017,-7.268,280.217,-6.538,280.267,-6.214,279.375,-6.632,279.604,-6.223,385.779,-6.571,355.467,-5.947,354.969,-5.445,355.13,-6.019,354.385,-6.03,356.451,-6.913,355.75,-6.344,354.936,-5.823,354.328,-6.577,355.18,-6.061,659.883,-5.87,635.975,-5.787,634.284,-6.783,635.379,-6.423,634.405,-6.916,635.165,-6.041,635.5,-6.068,635.944,-6.395,632.997,-6.156,634.654,-7.257,385.442,-5.429,355.66,-5.928,354.126,-6.76,355.325,-6.394,354.878,-6.56,355.417,-5.925,355.546,-6.28,354.998,-5.727,353.508,-5.404,354.863,-6.628,5139.2
334.036,-6.888,279.698,-6.012,278.918,-5.02,280.019,-5.701,279.449,-6.354,281.012,-7.116,280.657,-6.218,280.153,-6.055,279.479,-6.85,279.743,-5.99,385.39,-6.353,355.51,-5.766,355.07,-5.426,355.128,-6.154,354.477,-5.978,356.107,-6.925,355.923,-5.887,354.966,-5.882,354.515,-6.342,355.208,-6.138,659.812,-6.132,635.75,-5.939,633.766,-6.313,635.427,-6.321,634.731,-6.365,635.16,-5.796,635.48,-5.997,635.748,-6.166,632.924,-6.006,634.384,-6.908,385.362,-5.553,355.517,-6.013,354.3,-6.387,355.239,-6.654,354.603,-6.449,355.533,-6.076,355.296,-5.84,355.043,-6.01,353.14,-5.258,354.542,-6.37,5012.48
333.753,-7.001,279.611,-6.044,279.157,-5.039,279.853,-5.726,279.355,-5.93,280.921,-7.288,280.445,-6.233,279.974,-5.97,279.535,-6.748,279.491,-6.115,385.515,-6.47,355.364,-6.058,354.861,-5.595,354.807,-6.07,354.233,-5.828,356.321,-6.839,355.735,-6.233,355.008,-5.536,354.206,-6.278,355.191,-6.134,659.792,-6.077,635.449,-5.804,633.966,-6.792,635.614,-6.439,634.763,-6.526,635.153,-6.03,635.272,-6.053,635.759,-6.252,633.109,-6.312,634.609,-7.111,385.386,-5.494,355.557,-6.144,354.457,-6.571,355.347,-6.551,354.669,-6.54,355.757,-6.023,355.296,-6.297,355.026,-5.905,353.19,-5.327,354.509,-6.043,5068.8
334.162,-6.803,279.612,-5.972,279.076,-4.949,280.084,-5.49,279.224,-5.874,280.877,-7.213,280.402,-6.088,280.279,-6.394,279.4,-6.551,279.746,-6.038,385.844,-6.374,355.404,-6.168,354.939,-5.795,355.003,-6.181,354.58,-6.053,356.206,-6.816,355.667,-6.046,354.973,-5.844,354.475,-6.269,354.949,-5.942,659.826,-5.914,635.481,-5.712,634.247,-6.859,635.431,-6.477,634.418,-6.526,635.221,-5.784,635.27,-5.907,635.798,-6.535,632.795,-6.258,634.387,-7.07,385.7,-5.55,355.648,-5.822,354.265,-6.563,355.479,-6.6,354.592,-6.274,355.491,-6.034,355.265,-6.149,355.376,-6.015,353.322,-5.333,354.703,-6.643,5068.8
333.805,-6.855,279.616,-6.032,278.829,-5.446,279.812,-5.624,279.514,-6.189,280.822,-7.144,280.549,-6.125,280.251,-6.057,279.587,-6.733,280.023,-6.192,385.626,-6.463,355.372,-6.024,354.906,-5.633,354.911,-6.087,354.749,-5.993,356.441,-6.982,355.928,-6.303,355.476,-5.892,354.619,-6.308,355.241,-5.979,659.815,-5.995,635.852,-5.767,633.938,-6.694,635.524,-6.625,634.431,-6.485,634.826,-6.138,635.364,-5.891,635.811,-6.062,633.006,-6.078,634.6,-7.063,385.415,-5.482,355.672,-5.994,354.501,-6.377,355.023,-6.589,354.589,-6.302,355.478,-6.008,355.007,-6.067,354.936,-5.868,352.846,-5.601,354.588,-6.452,5033.6
